,item,originLabel,cultureLabel,ethnic_groupLabel,off_languageLabel,nameLabel,movementLabel,genreLabel,main_subjectLabel,memorializedLabel,sign_eventLabel,narrative_locLabel,countryLabel,taxonLabel,jurisdictionLabel,based_onLabel,part_ofLabel,native_labelLabel,cuisineLabel,areaLabel,used_byLabel,useLabel,political_ideoLabel,religionLabel,political_partyLabel,participant_inLabel,endemicLabel,indigenousLabel,country_sportLabel,subclass_ofLabel
4481,Q175227,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4482,Q7204887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,Q6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,Q16739260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,Q362438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,Q3286049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model
4487,Q1287997,,,,,,,public art,,,,,Serbia,,,,,Победник,,,,,,,,,,,,
4488,Q652541,,,,,,,,,,,,Philippines,,,,,,,,,,,,,,,,,neighborhood
4489,Q218894,United States,,,,,,comedy drama,capitalism,,première,Tsenacommacah,,,,,,,,,,,,,,,,,,
4490,Q7207403,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
4491,Q49757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer
4492,Q1237928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
4493,Q12901590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
4494,Q41775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
4495,Q1345016,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4496,Q1382662,,,,,,,,,,,,Czechoslovakia,,,,,,,,,,,,,,,,,
4497,Q7207520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
4498,Q1510912,,,,,,,,,,,,,,,,Afghan literature,,,,,,,,,,,,,poetry
4499,Q7207566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
4500,Q124484,,,,,,,,,,,,Slovakia,,,,,,,,,,,,,,,,,
4501,Q25582391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
4502,Q960648,,,,,,,,,,,,,,,,region of interest,,,,,,,,,,,,,geographic location
4503,Q7207910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport
4504,Q4335,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
4505,Q104866455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,Q12013533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
4507,Q28453760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
4508,Q108383955,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,Q2180428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural element
4510,Q218998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
4511,Q1320111,,,,,,,,,,,,,,,,polar region,,,,,,,,,,,,,geographic location
4512,Q18751,,,,,,,,,,,,Albania,,,,,,,,,,,,,,,,,
4513,Q3268553,,,,,,,,,,,,United Kingdom,,,,,,,,,police,,,,,,,,government agency
4514,Q3430775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
4515,Q19772737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
4516,Q7210294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama film
4517,Q30970737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious movement
4518,Q100274852,,,,,,,,,,,,Ukraine,,Ukraine,,,,,,,,,,,,,,,political party
4519,Q179805,,,,,,,,,,,,,,,,political studies,,,,,,,,,,,,,philosophy
4520,Q3709056,,,,,,,,,,,,,,,,civil and political rights,,,,,,,,,,,,,law
4521,Q648198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
4522,Q7225605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantae
4523,Q1232302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,Q1141466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia
4525,Q335778,,,,,,,,,,,,,,,,,,,,,voting,,,,,,,,geographic location
4526,Q7225924,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,vodka
4527,Q1766836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
4528,Q179465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,Q3191950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modern paganism
4530,Q1170422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,Q2104072,,,,,,,,,,,,,,,,,,,,,military bridge,,,,,,,,bridge
4532,Q7229002,United Kingdom of Great Britain and Ireland,,,,English,,jig,Mustela,,,,,,,,,,,,,,,,,,,,,dance
4533,Q60723829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,singer
4534,Q24875612,Japan,,,,Japanese,Surrealism,black comedy,,,,,,,,,,,,,,,,,,,,,,
4535,Q2668259,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,dish
4536,Q226085,,,,,,,,,,,,Greece,,,,,Λαϊκός Ορθόδοξος Συναγερμός,,,,,Christian democracy,,,,,,,
4537,Q25356,,,,,,,,,,,,,Poplar,,,,,,,,,,,,,,,,tree
4538,Q816741,,,,,,,,,,,,,,,,doorway,,,,,,,,,,,,,architectural element
4539,Q3244962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pornography
4540,Q44782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thoroughfare
4541,Q652812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
4542,Q854429,,,,,,,,,,,,,,,,,porta,,,,,,,,,,,,bay
4543,Q3399110,,,,,,,,,,,,France,,,,city gates of Paris,,,,,,,,,,,,,
4544,Q528454,,,,,,,,,,,,Spain,,,,Q6344997,,,,,,,,,,,,,
4545,Q613928,,,,,,Neoclassicism,double portrait,,,,,,,,,,,,,,,,,,,,,,
4546,Q732821,,,,,,,portrait,Luca Pacioli,,,,Italy,,,,,,,,,,,,,,,,,
4547,Q729194,Spain,,,,,,portrait,dwarfism,,,,,,,,,,,,,,,,,,,,,
4548,Q3399518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painting
4549,Q2724951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colonization
4550,Q9646025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comics
4551,Q2587924,,Slavic culture,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
4552,Q7232988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,Q2105776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,play
4554,Q30327019,,,,,,,,,,,,,,,,,,,,,door frame,,,,,,,,construction
4555,Q267932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paradigm
4556,Q2106220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum
4557,Q1967635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soviet architecture
4558,Q2106021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,Q673769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
4560,Q7234384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4561,Q7234396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,postmodern art
4562,Q2383238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dish
4563,Q2106972,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4564,Q657579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority
4565,Q7236226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animation
4566,Q7237064,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,drink
4567,Q515692,Mexico,,,,,,,,,,,,,,,,pozole,Mexican cuisine,,,,,,,,,,,food
4568,Q126692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
4569,Q162401,,,,,,,,,,,,,,,,history of Czechoslovakia,,,,,,,,,,,,,
4570,Q478482,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
4571,Q7238043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
4572,Q107284488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,Q7238401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
4574,Q105274258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,Q2108049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
4576,Q1496857,,,,,,,religious literature,,,,,,,,,,,,,,,,,,,,,,book
4577,Q831541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building material
4578,Q2028474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
4579,Q1345079,,,,,,,,,,,,,,,,liturgy,,,,,,,,,,,,,ritual
4580,Q1285463,,,,,,,,,,,,France,,France,,,,,department of France,,,,,,,,,,politician
4581,Q371909,,,,,,,,,,,,,,http://www.wikidata.org/.well-known/genid/443e3d4344d1dbc8b94e01ff07ec0bf9,,,,,,,,,,,,,,,politician
4582,Q748149,,,,,,,,,,,,People's Republic of China,,,,,地级市,,,,,,,,,,,,city
4583,Q1362894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4584,Q85794348,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
4585,Q9062375,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
4586,Q9062280,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
4587,Q772801,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,literary award
4588,Q10277408,,,,,Spanish,,literature,,,,,Spain,,,,,,,,,,,,,,,,,
4589,Q15618993,,,,,,,,,,,,Egypt,,Egypt,,,رئيس مصر,,,,,,,,,,,,president
4590,Q17000892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of the Church
4591,Q579677,,,,,,,,,,,,Ukraine,,Ukraine,,,Президент України,,,,,,,,,,,,president
4592,Q473371,,,,,,,,,,,,Albania,,,,,,,,,,,,,,,,,
4593,Q7241523,,,,,,,,,,,,,,,,Mormonism,,,,,,,,,,,,,
4594,Q73414,,,,,,,,,,,,Greece,,,,,,,,,,,,,,,,,
4595,Q845929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
4596,Q67412,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4597,Q7242872,,,,,,,,,,,,United States,,,,Aaronic priesthood,,,,,,,,,,,,,religious leader
4598,Q523058,,,,,,,,,,,,Tsardom of Russia,,,,,,,,,,,,,,,,,government agency
4599,Q1422929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city
4600,Q16967732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literary award
4601,Q2511385,,,,,,,,,,,,Viceroyalty of the Río de la Plata,,,,,,,,,,,,,,,,,
4602,Q214704,,,,,,,,,,"wedding of Prince Carl Philip, Duke of Värmland, and Sofia Hellqvist",,,,,,Swedish royal family,,,,,,,Svenska kyrkan,,"wedding of Prince Carl Philip, Duke of Värmland, and Sofia Hellqvist",,,,
4603,Q3403391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
4604,Q7245049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician
4605,Q16933701,,,,,,,,,,,,United States,,,,metropolitan statistical area,,,,,,,,,,,,,city
4606,Q445396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
4607,Q1497870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport
4608,Q1999831,,,,,,,,privacy,,,,,,,,,,,,,,,,,,,,,policy
4609,Q614316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum
4610,Q16878951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city
4611,Q1661652,,,,,,,,,,,,,,,,,,,,,transport,,,,,,,,transport
4612,Q1320436,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
4613,Q18945,,,,,,,,,,,,France,,,,,Prix Femina,,,,,,,,,,,,
4614,Q478826,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
4615,Q58352,,,,,,,,,,,,France,,,,,Prix Médicis,,,,,,,,,,,,
4616,Q545851,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,
4617,Q3922436,,,,,,,,,,,,Kingdom of Italy,,,,Unification of Italy,,,,,,,,,,,,,
4618,Q779851,,,,,,,,,,,,,,,,German Revolution of 1918–1919,,,,,,,,,,,,,proclamation
4619,Q2262540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,Q7247725,,,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,production company
4621,Q11396960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,company
4622,Q2962070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,art director
4623,Q27503001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
4624,Q2154914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,Q169225,,,,,,,,,,,,Greece,,,,,,,,,,national conservatism,,,,,,,
4626,Q4282,,,,,,,,,,,,Spain,,,,,,,,,,Republicanism,,,,,,,
4627,Q22673,,,,English,multiple languages,,,public domain,,,,United States,,,,Semantic Web,Project Gutenberg,,,,,,,,,,,,
4628,Q50728,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4629,Q3438407,,,,,,,,,,,,,,,,,,,,,geographic position,,,,,,,,spatial reference system
4630,Q7249587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
4631,Q787113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street
4632,Q767083,,,,,,,,,,,,Second Polish Republic,,,,,,,,,,,,,,,,,
4633,Q1193763,,,,,,,,,,,,,,,,,hostess,,,,,,,,,,,,marketing
4634,Q1935609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,propaganda
4635,Q15811035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designer
4636,Q1436115,,,,,,,,Muhammad,,,,,,,,,,,,,,,Islam,,,,,,biography
4637,Q1161145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
4638,Q322742,,,,,,,,prostitution,,,,,,,,,,,,,,,,,,,,,prostitution policy
4639,Q473972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geographic location
4640,Q56292614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christianity
4641,Q83116,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,province
4642,Q15129,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
4643,Q450799,,,,,,,,,,,,Southern Ireland,,Southern Ireland,,,,,,,,,,,,,,,cabinet
4644,Q2528166,,,,,,,,,,,,Russia,,,,,Временное правительство автономной Сибири,,,,,,,,,,,,
4645,Q1456178,,,,,,,,,,,Berlin,,,,,,,,,,,,,,,,,,
4646,Q860581,,,,,,,,,,,,Germany,,,,Staatsbibliothek zu Berlin,"Staatsbibliothek zu Berlin, Bildarchiv Preußischer Kulturbesitz",,,,,,,,,,,,
4647,Q7255479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
4648,Q7256286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horror film
4649,Q7257244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
4650,Q294422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
4651,Q7257753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian
4652,Q18345563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
4653,Q207892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
4654,Q449962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royalties
4655,Q17143572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
4656,Q546113,,,,,,,,state power,,,,,,,,government,,,,,,,,,,,,,policy
4657,Q326345,,,,,,,,,,,,Greece,,,,,Δημόσια Επιχείρηση Ηλεκτρισμού,,,,,,,,,,,,
4658,Q11775750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
4659,Q813966,,,,,,,,,,,,,,,,,,,,,hygiene,,,,,,,,toilet
4660,Q2633627,Spain,,,,,,,,,,,,,,,Andalusian cuisine,puchero,Argentine cuisine,,,,,,,,,,,dish
4661,Q9053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dessert
4662,Q130304,,,,,,,,,,,,Colombia,,,,Vichada Department,Puerto Carreño,,,,,,,,,,,,
4663,Q85794996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,Q7259111,,,,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,
4665,Q4113,,,,,,,,,,,,Germany,,,,,Pulheim,,,,,,,,,,,,
4666,Q833633,,,,,,,,,,,,United States,,,,Pulitzer Prize,,,,,,,,,,,,,literary award
4667,Q18345710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy
4668,Q837207,Germany,,,,,,,,,,,,,,,,Pumpernickel,,,,,,,,,,,,dish
4669,Q2250832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puppetry
4670,Q3350794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,Q18639277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kabaddi
4672,Q2217284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designer
4673,Q2118696,,,,,,,,,,,,,,,,,,,,,puppetoon animated film,,,,,,,,stop-motion
4674,Q588750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,play
4675,Q13113395,,,,,,,,,,,,,,,,,,,,,,,Hinduism,,,,,,
4676,Q1297565,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,mountain
4677,Q6547537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,Q31204,,,,,,,,,,,,Finland,,,,,Pyhän Henrikin katedraali,,,,structure of worship,,Catholicism,,,,,,
4679,Q7315,,,,,,,opera,,,baptism,,,,,,,,,,,,,Eastern Orthodoxy,,,,,,
4680,Q146281,,,,,,,,,,,,,Pear,,,,,,,,food,,,,,,,,Plantae
4681,Q217629,United Kingdom,,,,English,,,music,,,,United Kingdom,,,,,,,,,,,,,,,,,
4682,Q14063,,,,,,,,,,,,,,,,,,,,,,,,,De Positivo's,,,Belgium,
4683,Q37083,,,,,,,,,,,,,olive,,,,,,,,food,,,,,,,,tree
4684,Q511692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,Q57759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,Q17014705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
4687,Q65173787,,,,,,,,,,,,Uzbekistan,,Karakalpakstan,,,,,,,,,,,,,,,
4688,Q7267789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
4689,Q106617043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,Q3111841,,,,,,,,,,,,State of Palestine,,,,,,,,,,,,,,,,,
4691,Q9061582,,,,,,,,,,,,,,,,organizational culture,,,,,,,,,,,,,policy
4692,Q5571369,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,neighborhood
4693,Q3394564,,,,,,,,,,,,Luxembourg,,,,,,,,,,,,,,,,,neighborhood
4694,Q823101,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,architectural structure
4695,Q3413969,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
4696,Q7270900,,,,,,,,,,,,Australia,,,,Queensland Art Gallery & Gallery of Modern Art,,,,,,,,,,,,,
4697,Q7270981,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,literary award
4698,Q526878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
4699,Q15455610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
4700,Q3772,,,Italian Americans,,,,Postmodernism,,,,,,,,,,,,,,,,Agnosticism,,,,,,
4701,Q865325,Mexico,,,,,,,,,,,,,,,Mexican cuisine,quesadilla,Mexican cuisine,,,,,,,,,,,
4702,Q7272548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,Q1779357,,,,,,,,,,,,United States,,,,,,,,,,,The Church of Jesus Christ of Latter-day Saints,,,,,,religious leader
4704,Q2971871,,,,,,,,,,,,Belgium,,,,,,,,,,,,,2009 Superleague Formula season,,,,
4705,Q15620963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician
4706,Q3415889,United States,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4707,Q15130677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,Q2125170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
4709,Q275346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,Q240502,,,,,,,,,,,,,,,,,,,,,racket sport,,,,,,,,sports equipment
4711,Q2125335,Poland,,,,,,,,,,,,,,,,racuchy,Polish cuisine,,,,,,,,,,,potato dish
4712,Q7280316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,Q7280470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,Q44190,United Kingdom,,,,,,alternative rock,,,,,,,,,,,,,,,,,,,,,,
4715,Q3543920,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
4716,Q2126732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural structure
4717,Q7282803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painting
4718,Q1775570,,,,,,,,,,,,Norway,,,,,Rágesjávri,,,,,,,,,,,,
4719,Q15621011,,,,,,,Sikh music,,,,,,,,,,,,,,,,,,,,,,musician
4720,Q2234623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freight transport
4721,Q3565868,,,,,,,,,,,,,,,,transport,,,,,,,,,,,,,rail and rope guided transport
4722,Q249556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport company
4723,Q55488,,,,,,,,,,,,,,,,railway,,,,,,,,,,,,,public transport stop
4724,Q3070178,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4725,Q62574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,Q3299128,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
4727,Q477738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
4728,Q60741394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
4729,Q2128768,,,,,,,,,,,,India,,,Yoga Sutras of Patanjali,,,,,,,,,,,,,,yoga
4730,Q478062,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4731,Q66691,,,,,,,heavy metal,,,,,,,,,,,,,,,,,,,,,,
4732,Q207947,,,,,,,opera,,,,,,,,,,,,,,,,,,,,,,
4733,Q123740152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
4734,Q1363009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building material
4735,Q744182,,,,,,,,,,,,United States,,,,,Random House,,,,,,,,,,,,
4736,Q7291983,,,,,,,,random number,,,,,,,,,,,,,,,,,,,,,book
4737,Q6100344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantae
4738,Q2252262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vocalist
4739,Q6010,United States,,,,,,,,,,,,,,,hip hop subculture,,,,,,,,,,,,,hip-hop
4740,Q1756718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,Q16537,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4742,Q697136,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4743,Q7298434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,Q282588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,Q3421539,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4746,Q27973,,,,,,,,,,,,,,,,sharing economy,,,,,,,,,,,,,transport company
4747,Q498261,,,,,,,,,,,,Spain,,,,"Cathedral, Alcázar and Archivo de Indias in Seville",Reales Alcázares,,,,,,,,,,,,
4748,Q7301269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,documentary film
4749,Q31971,United States,,,,,,adventure film,seamanship,,,Florida,,,,,,,,,,,,,,,,,,
4750,Q442192,,,,,,,installation art,,,,,,,,,,,,,,,,,,documenta 7,,,,
4751,Q124734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armed conflict
4752,Q79791,,,,,,,,,,,,,,,,history of the Iberian Peninsula,,,,,,,,,,,,,Crusades
4753,Q2442401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media company
4754,Q55960555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician
4755,Q2079949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,Q2033662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,Q1571843,,,,,,,,,,,,occupation of Japan,,,,Reverse Course,,,,,,anti-communism,,,,,,,
4758,Q2013906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
4759,Q32790,Spain,,,,,,Western film,,,,,,,,,,,,,,,,,,,,,,
4760,Q1284887,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,layer cake
4761,Q272888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
4762,Q13167710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,occurrence
4763,Q1441983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction
4764,Q488669,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,
4765,Q44063,,,,,,,,,,,,,,,,,,,,,,,Episcopal Church,Democratic Party,,,,,
4766,Q13136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,document
4767,Q7307549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,Q60172,,,,,,,,,,,,Netherlands,,,,,,,,,,euroscepticism,Reformed Christianity,,,,,,
4769,Q3039753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
4770,Q284739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,Q734082,,,,,,Impressionism,marine art,,,,,,,,,,,,,,,,,,,,,,
4772,Q24698,,,,,,,,,,,,Philippines,,,,,,,,,,,,,,,,,administrative territorial entity of the Philippines
4773,Q3824815,,,,,,,,,,,,Peru,,,,,,,,,,,,,,,,,government
4774,Q70738,,,,,,,,,,,,Poland,,,,,Stronnictwo Krajowe Litwy i Białorusi,,,,,liberalism,,,,,,,
4775,Q2138558,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,city
4776,Q315009,,,,,,,,,,,,Nazi Germany,,,,,,,,,,,,,,,,,Agricultural economy and agricultural policy in the German Reich (1933-1945)
4777,Q107774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,Q122125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,Q63514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,Q3424328,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4781,Q9174,,,,,,,,,,,,,,,,magic and religion,,,,,,,,,,,,,world view
4782,Q879177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4783,Q7311355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4784,Q2019152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nationalism
4785,Q2054106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophical movement
4786,Q7311395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,occurrence
4787,Q3396019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental film
4788,Q17027642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,Q1520293,Indonesia,culture of Indonesia,,,,,,,,,,Indonesia,,,,,Randang,Indonesian cuisine,,,,,,,,,,,food
4790,Q85625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,Q645889,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
